user_id,financial_archetype,annual_income,annual_expenses,average_monthly_income,average_monthly_expenses,average_monthly_surplus,total_savings_transfers,average_monthly_savings,total_investment_transfers,savings_rate,essential_spending_total,discretionary_spending_total,discretionary_spending_share,rent_to_income_ratio,debt_repayment_total,debt_to_income_ratio,spending_volatility,income_volatility,estimated_emergency_buffer_months,target_property_price_used_for_projection,target_10_percent_deposit,target_20_percent_deposit,estimated_months_to_10_percent_deposit,estimated_months_to_20_percent_deposit,top_spending_categories,financial_strengths,financial_opportunities,financial_alignment_status,home_buying_roadmap,plain_english_financial_summary,full_financial_profile_text
26,Emotionally reactive spender,95103.86,100270.95,7925.32,8355.91,-430.59,2999.01,249.92,0.0,0.0315,59850.58,35503.95,0.3541,0.3024,11886.86,0.125,2285.61,427.52,0.36,1089428,108942.8,217885.6,423.9,859.8,"Rent, Groceries, Dining Out, Personal Care, Cafes",rent is reasonably controlled relative to income,"increase monthly savings rate; reduce debt repayment pressure before purchase; review dining, shopping, entertainment, and lifestyle spending; reduce month-to-month spending volatility",Long-Term Alignment,"Recommended roadmap:
    1. Maintain income stability and preserve positive monthly surplus.
    2. Increase monthly deposit transfers where possible.
    3. Review top spending categories: Rent, Groceries, Dining Out, Personal Care, Cafes.
    4. Reduce avoidable discretionary spending before increasing property budget.
    5. Strengthen deposit position before pursuing higher-priced properties.
    6. Speak with a broker or lender for formal borrowing guidance.","This user is best described as a Emotionally reactive spender. Over the last 12 months, they earned approximately $95,104
    and spent approximately $100,271. Their average monthly surplus is approximately $-431.
    Their savings rate is 3.2%, rent-to-income ratio is 30.2%, and debt-to-income ratio is 12.5%.
    Current home buying alignment status: Long-Term Alignment.","User 26 financial profile:
    Archetype: Emotionally reactive spender.
    Annual income: $95,104.
    Annual expenses: $100,271.
    Average monthly income: $7,925.
    Average monthly expenses: $8,356.
    Average monthly surplus: $-431.
    Average monthly savings: $250.
    Total savings transfers: $2,999.
    Total investment transfers: $0.
    Savings rate: 3.2%.
    Rent-to-income ratio: 30.2%.
    Debt-to-income ratio: 12.5%.
    Emergency buffer estimate: 0.4 months.
    Spending volatility: $2,286.
    Top spending categories: Rent, Groceries, Dining Out, Personal Care, Cafes.
    Strengths: rent is reasonably controlled relative to income.
    Opportunities: increase monthly savings rate, reduce debt repayment pressure before purchase, review dining, shopping, entertainment, and lifestyle spending, reduce month-to-month spending volatility.
    Financial alignment status: Long-Term Alignment."
27,Financially recovering buyer,87486.33,88252.1,7290.53,7354.34,-63.81,7942.61,661.88,1187.78,0.0908,56769.83,19747.99,0.2238,0.301,12487.81,0.1427,2172.9,1979.78,1.08,1135535,113553.5,227107.0,159.6,331.1,"Rent, Groceries, Savings Transfer, Credit Card Repayment, Personal Loan Repayment",rent is reasonably controlled relative to income; discretionary spending is relatively controlled,increase monthly savings rate; reduce debt repayment pressure before purchase; reduce month-to-month spending volatility,Long-Term Alignment,"Recommended roadmap:
    1. Maintain income stability and preserve positive monthly surplus.
    2. Increase monthly deposit transfers where possible.
    3. Review top spending categories: Rent, Groceries, Savings Transfer, Credit Card Repayment, Personal Loan Repayment.
    4. Reduce avoidable discretionary spending before increasing property budget.
    5. Strengthen deposit position before pursuing higher-priced properties.
    6. Speak with a broker or lender for formal borrowing guidance.","This user is best described as a Financially recovering buyer. Over the last 12 months, they earned approximately $87,486
    and spent approximately $88,252. Their average monthly surplus is approximately $-64.
    Their savings rate is 9.1%, rent-to-income ratio is 30.1%, and debt-to-income ratio is 14.3%.
    Current home buying alignment status: Long-Term Alignment.","User 27 financial profile:
    Archetype: Financially recovering buyer.
    Annual income: $87,486.
    Annual expenses: $88,252.
    Average monthly income: $7,291.
    Average monthly expenses: $7,354.
    Average monthly surplus: $-64.
    Average monthly savings: $662.
    Total savings transfers: $7,943.
    Total investment transfers: $1,188.
    Savings rate: 9.1%.
    Rent-to-income ratio: 30.1%.
    Debt-to-income ratio: 14.3%.
    Emergency buffer estimate: 1.1 months.
    Spending volatility: $2,173.
    Top spending categories: Rent, Groceries, Savings Transfer, Credit Card Repayment, Personal Loan Repayment.
    Strengths: rent is reasonably controlled relative to income, discretionary spending is relatively controlled.
    Opportunities: increase monthly savings rate, reduce debt repayment pressure before purchase, reduce month-to-month spending volatility.
    Financial alignment status: Long-Term Alignment."
28,Highly structured budgeter,96903.69,88234.58,8075.31,7352.88,722.43,23121.9,1926.82,4718.77,0.2386,46539.54,12257.9,0.1389,0.2855,2118.39,0.0219,2338.37,2215.39,3.14,925534,92553.4,185106.8,36.0,84.1,"Rent, Savings Transfer, Groceries, Investment Transfer, Transport",strong savings consistency; rent is reasonably controlled relative to income; low debt repayment pressure; discretionary spending is relatively controlled,reduce month-to-month spending volatility,Emerging Alignment,"Recommended roadmap:
    1. Maintain income stability and preserve positive monthly surplus.
    2. Increase monthly deposit transfers where possible.
    3. Review top spending categories: Rent, Savings Transfer, Groceries, Investment Transfer, Transport.
    4. Reduce avoidable discretionary spending before increasing property budget.
    5. Strengthen deposit position before pursuing higher-priced properties.
    6. Speak with a broker or lender for formal borrowing guidance.","This user is best described as a Highly structured budgeter. Over the last 12 months, they earned approximately $96,904
    and spent approximately $88,235. Their average monthly surplus is approximately $722.
    Their savings rate is 23.9%, rent-to-income ratio is 28.5%, and debt-to-income ratio is 2.2%.
    Current home buying alignment status: Emerging Alignment.","User 28 financial profile:
    Archetype: Highly structured budgeter.
    Annual income: $96,904.
    Annual expenses: $88,235.
    Average monthly income: $8,075.
    Average monthly expenses: $7,353.
    Average monthly surplus: $722.
    Average monthly savings: $1,927.
    Total savings transfers: $23,122.
    Total investment transfers: $4,719.
    Savings rate: 23.9%.
    Rent-to-income ratio: 28.5%.
    Debt-to-income ratio: 2.2%.
    Emergency buffer estimate: 3.1 months.
    Spending volatility: $2,338.
    Top spending categories: Rent, Savings Transfer, Groceries, Investment Transfer, Transport.
    Strengths: strong savings consistency, rent is reasonably controlled relative to income, low debt repayment pressure, discretionary spending is relatively controlled.
    Opportunities: reduce month-to-month spending volatility.
    Financial alignment status: Emerging Alignment."
29,Entrepreneur / variable income buyer,105459.32,109283.81,8788.28,9106.98,-318.71,13242.72,1103.56,7346.76,0.1256,60068.57,27533.65,0.2519,0.3258,5973.83,0.0566,3248.64,3711.58,1.45,1484499,148449.9,296899.8,122.5,257.0,"Rent, Savings Transfer, Groceries, Investment Transfer, Entertainment",low debt repayment pressure; discretionary spending is relatively controlled,increase monthly savings rate; rent pressure may be slowing deposit growth; reduce month-to-month spending volatility,Long-Term Alignment,"Recommended roadmap:
    1. Maintain income stability and preserve positive monthly surplus.
    2. Increase monthly deposit transfers where possible.
    3. Review top spending categories: Rent, Savings Transfer, Groceries, Investment Transfer, Entertainment.
    4. Reduce avoidable discretionary spending before increasing property budget.
    5. Strengthen deposit position before pursuing higher-priced properties.
    6. Speak with a broker or lender for formal borrowing guidance.","This user is best described as a Entrepreneur / variable income buyer. Over the last 12 months, they earned approximately $105,459
    and spent approximately $109,284. Their average monthly surplus is approximately $-319.
    Their savings rate is 12.6%, rent-to-income ratio is 32.6%, and debt-to-income ratio is 5.7%.
    Current home buying alignment status: Long-Term Alignment.","User 29 financial profile:
    Archetype: Entrepreneur / variable income buyer.
    Annual income: $105,459.
    Annual expenses: $109,284.
    Average monthly income: $8,788.
    Average monthly expenses: $9,107.
    Average monthly surplus: $-319.
    Average monthly savings: $1,104.
    Total savings transfers: $13,243.
    Total investment transfers: $7,347.
    Savings rate: 12.6%.
    Rent-to-income ratio: 32.6%.
    Debt-to-income ratio: 5.7%.
    Emergency buffer estimate: 1.5 months.
    Spending volatility: $3,249.
    Top spending categories: Rent, Savings Transfer, Groceries, Investment Transfer, Entertainment.
    Strengths: low debt repayment pressure, discretionary spending is relatively controlled.
    Opportunities: increase monthly savings rate, rent pressure may be slowing deposit growth, reduce month-to-month spending volatility.
    Financial alignment status: Long-Term Alignment."
30,Remote worker lifestyle optimizer,107689.19,101770.54,8974.1,8480.88,493.22,19833.56,1652.8,6045.7,0.1842,54455.46,20514.53,0.2016,0.298,3056.76,0.0284,2050.59,2490.87,2.34,2276105,227610.5,455221.0,125.7,263.4,"Rent, Savings Transfer, Groceries, Investment Transfer, Transport",strong savings consistency; rent is reasonably controlled relative to income; low debt repayment pressure; discretionary spending is relatively controlled,reduce month-to-month spending volatility,Emerging Alignment,"Recommended roadmap:
    1. Maintain income stability and preserve positive monthly surplus.
    2. Increase monthly deposit transfers where possible.
    3. Review top spending categories: Rent, Savings Transfer, Groceries, Investment Transfer, Transport.
    4. Reduce avoidable discretionary spending before increasing property budget.
    5. Strengthen deposit position before pursuing higher-priced properties.
    6. Speak with a broker or lender for formal borrowing guidance.","This user is best described as a Remote worker lifestyle optimizer. Over the last 12 months, they earned approximately $107,689
    and spent approximately $101,771. Their average monthly surplus is approximately $493.
    Their savings rate is 18.4%, rent-to-income ratio is 29.8%, and debt-to-income ratio is 2.8%.
    Current home buying alignment status: Emerging Alignment.","User 30 financial profile:
    Archetype: Remote worker lifestyle optimizer.
    Annual income: $107,689.
    Annual expenses: $101,771.
    Average monthly income: $8,974.
    Average monthly expenses: $8,481.
    Average monthly surplus: $493.
    Average monthly savings: $1,653.
    Total savings transfers: $19,834.
    Total investment transfers: $6,046.
    Savings rate: 18.4%.
    Rent-to-income ratio: 29.8%.
    Debt-to-income ratio: 2.8%.
    Emergency buffer estimate: 2.3 months.
    Spending volatility: $2,051.
    Top spending categories: Rent, Savings Transfer, Groceries, Investment Transfer, Transport.
    Strengths: strong savings consistency, rent is reasonably controlled relative to income, low debt repayment pressure, discretionary spending is relatively controlled.
    Opportunities: reduce month-to-month spending volatility.
    Financial alignment status: Emerging Alignment."
31,Disciplined saver,98223.34,95451.65,8185.28,7954.3,230.97,24807.02,2067.25,5956.56,0.2526,49910.08,13594.43,0.1424,0.2974,1826.45,0.0186,3025.15,2277.89,3.12,1136945,113694.5,227389.0,43.0,98.0,"Rent, Savings Transfer, Groceries, Investment Transfer, Transport",strong savings consistency; rent is reasonably controlled relative to income; low debt repayment pressure; discretionary spending is relatively controlled,reduce month-to-month spending volatility,Long-Term Alignment,"Recommended roadmap:
    1. Maintain income stability and preserve positive monthly surplus.
    2. Increase monthly deposit transfers where possible.
    3. Review top spending categories: Rent, Savings Transfer, Groceries, Investment Transfer, Transport.
    4. Reduce avoidable discretionary spending before increasing property budget.
    5. Strengthen deposit position before pursuing higher-priced properties.
    6. Speak with a broker or lender for formal borrowing guidance.","This user is best described as a Disciplined saver. Over the last 12 months, they earned approximately $98,223
    and spent approximately $95,452. Their average monthly surplus is approximately $231.
    Their savings rate is 25.3%, rent-to-income ratio is 29.7%, and debt-to-income ratio is 1.9%.
    Current home buying alignment status: Long-Term Alignment.","User 31 financial profile:
    Archetype: Disciplined saver.
    Annual income: $98,223.
    Annual expenses: $95,452.
    Average monthly income: $8,185.
    Average monthly expenses: $7,954.
    Average monthly surplus: $231.
    Average monthly savings: $2,067.
    Total savings transfers: $24,807.
    Total investment transfers: $5,957.
    Savings rate: 25.3%.
    Rent-to-income ratio: 29.7%.
    Debt-to-income ratio: 1.9%.
    Emergency buffer estimate: 3.1 months.
    Spending volatility: $3,025.
    Top spending categories: Rent, Savings Transfer, Groceries, Investment Transfer, Transport.
    Strengths: strong savings consistency, rent is reasonably controlled relative to income, low debt repayment pressure, discretionary spending is relatively controlled.
    Opportunities: reduce month-to-month spending volatility.
    Financial alignment status: Long-Term Alignment."
32,High income / high spending,175395.22,171467.56,14616.27,14288.96,327.31,19110.17,1592.51,10749.52,0.109,83031.44,56986.43,0.3323,0.2831,9497.41,0.0541,3637.25,336.59,1.34,1077949,107794.9,215589.8,55.7,123.4,"Rent, Savings Transfer, Groceries, Cafes, Investment Transfer",rent is reasonably controlled relative to income; low debt repayment pressure,"increase monthly savings rate; review dining, shopping, entertainment, and lifestyle spending; reduce month-to-month spending volatility",Emerging Alignment,"Recommended roadmap:
    1. Maintain income stability and preserve positive monthly surplus.
    2. Increase monthly deposit transfers where possible.
    3. Review top spending categories: Rent, Savings Transfer, Groceries, Cafes, Investment Transfer.
    4. Reduce avoidable discretionary spending before increasing property budget.
    5. Strengthen deposit position before pursuing higher-priced properties.
    6. Speak with a broker or lender for formal borrowing guidance.","This user is best described as a High income / high spending. Over the last 12 months, they earned approximately $175,395
    and spent approximately $171,468. Their average monthly surplus is approximately $327.
    Their savings rate is 10.9%, rent-to-income ratio is 28.3%, and debt-to-income ratio is 5.4%.
    Current home buying alignment status: Emerging Alignment.","User 32 financial profile:
    Archetype: High income / high spending.
    Annual income: $175,395.
    Annual expenses: $171,468.
    Average monthly income: $14,616.
    Average monthly expenses: $14,289.
    Average monthly surplus: $327.
    Average monthly savings: $1,593.
    Total savings transfers: $19,110.
    Total investment transfers: $10,750.
    Savings rate: 10.9%.
    Rent-to-income ratio: 28.3%.
    Debt-to-income ratio: 5.4%.
    Emergency buffer estimate: 1.3 months.
    Spending volatility: $3,637.
    Top spending categories: Rent, Savings Transfer, Groceries, Cafes, Investment Transfer.
    Strengths: rent is reasonably controlled relative to income, low debt repayment pressure.
    Opportunities: increase monthly savings rate, review dining, shopping, entertainment, and lifestyle spending, reduce month-to-month spending volatility.
    Financial alignment status: Emerging Alignment."
33,Young professional building deposit,78644.0,79867.42,6553.67,6655.62,-101.95,14461.98,1205.16,1748.55,0.1839,44675.69,17673.09,0.2213,0.3212,3050.35,0.0388,2656.47,264.66,2.17,917235,91723.5,183447.0,64.1,140.2,"Rent, Savings Transfer, Groceries, Transport, Dining Out",strong savings consistency; low debt repayment pressure; discretionary spending is relatively controlled,rent pressure may be slowing deposit growth; reduce month-to-month spending volatility,Long-Term Alignment,"Recommended roadmap:
    1. Maintain income stability and preserve positive monthly surplus.
    2. Increase monthly deposit transfers where possible.
    3. Review top spending categories: Rent, Savings Transfer, Groceries, Transport, Dining Out.
    4. Reduce avoidable discretionary spending before increasing property budget.
    5. Strengthen deposit position before pursuing higher-priced properties.
    6. Speak with a broker or lender for formal borrowing guidance.","This user is best described as a Young professional building deposit. Over the last 12 months, they earned approximately $78,644
    and spent approximately $79,867. Their average monthly surplus is approximately $-102.
    Their savings rate is 18.4%, rent-to-income ratio is 32.1%, and debt-to-income ratio is 3.9%.
    Current home buying alignment status: Long-Term Alignment.","User 33 financial profile:
    Archetype: Young professional building deposit.
    Annual income: $78,644.
    Annual expenses: $79,867.
    Average monthly income: $6,554.
    Average monthly expenses: $6,656.
    Average monthly surplus: $-102.
    Average monthly savings: $1,205.
    Total savings transfers: $14,462.
    Total investment transfers: $1,749.
    Savings rate: 18.4%.
    Rent-to-income ratio: 32.1%.
    Debt-to-income ratio: 3.9%.
    Emergency buffer estimate: 2.2 months.
    Spending volatility: $2,656.
    Top spending categories: Rent, Savings Transfer, Groceries, Transport, Dining Out.
    Strengths: strong savings consistency, low debt repayment pressure, discretionary spending is relatively controlled.
    Opportunities: rent pressure may be slowing deposit growth, reduce month-to-month spending volatility.
    Financial alignment status: Long-Term Alignment."
34,Family under financial pressure,111374.78,114556.81,9281.23,9546.4,-265.17,3526.17,293.85,0.0,0.0317,87213.56,21119.28,0.1844,0.3923,15548.05,0.1396,3310.3,2530.91,0.37,1260271,126027.1,252054.2,416.9,845.8,"Rent, Groceries, Credit Card Repayment, Personal Loan Repayment, Transport",discretionary spending is relatively controlled,increase monthly savings rate; rent pressure may be slowing deposit growth; reduce debt repayment pressure before purchase; reduce month-to-month spending volatility,Long-Term Alignment,"Recommended roadmap:
    1. Maintain income stability and preserve positive monthly surplus.
    2. Increase monthly deposit transfers where possible.
    3. Review top spending categories: Rent, Groceries, Credit Card Repayment, Personal Loan Repayment, Transport.
    4. Reduce avoidable discretionary spending before increasing property budget.
    5. Strengthen deposit position before pursuing higher-priced properties.
    6. Speak with a broker or lender for formal borrowing guidance.","This user is best described as a Family under financial pressure. Over the last 12 months, they earned approximately $111,375
    and spent approximately $114,557. Their average monthly surplus is approximately $-265.
    Their savings rate is 3.2%, rent-to-income ratio is 39.2%, and debt-to-income ratio is 14.0%.
    Current home buying alignment status: Long-Term Alignment.","User 34 financial profile:
    Archetype: Family under financial pressure.
    Annual income: $111,375.
    Annual expenses: $114,557.
    Average monthly income: $9,281.
    Average monthly expenses: $9,546.
    Average monthly surplus: $-265.
    Average monthly savings: $294.
    Total savings transfers: $3,526.
    Total investment transfers: $0.
    Savings rate: 3.2%.
    Rent-to-income ratio: 39.2%.
    Debt-to-income ratio: 14.0%.
    Emergency buffer estimate: 0.4 months.
    Spending volatility: $3,310.
    Top spending categories: Rent, Groceries, Credit Card Repayment, Personal Loan Repayment, Transport.
    Strengths: discretionary spending is relatively controlled.
    Opportunities: increase monthly savings rate, rent pressure may be slowing deposit growth, reduce debt repayment pressure before purchase, reduce month-to-month spending volatility.
    Financial alignment status: Long-Term Alignment."
35,Investor-oriented buyer,134519.85,128013.97,11209.99,10667.83,542.16,26783.21,2231.93,16646.29,0.1991,61470.73,21019.12,0.1642,0.2572,7120.4,0.0529,3522.41,295.3,2.51,1306329,130632.9,261265.8,46.5,105.1,"Rent, Savings Transfer, Investment Transfer, Groceries, Transport",strong savings consistency; rent is reasonably controlled relative to income; low debt repayment pressure; discretionary spending is relatively controlled,reduce month-to-month spending volatility,Emerging Alignment,"Recommended roadmap:
    1. Maintain income stability and preserve positive monthly surplus.
    2. Increase monthly deposit transfers where possible.
    3. Review top spending categories: Rent, Savings Transfer, Investment Transfer, Groceries, Transport.
    4. Reduce avoidable discretionary spending before increasing property budget.
    5. Strengthen deposit position before pursuing higher-priced properties.
    6. Speak with a broker or lender for formal borrowing guidance.","This user is best described as a Investor-oriented buyer. Over the last 12 months, they earned approximately $134,520
    and spent approximately $128,014. Their average monthly surplus is approximately $542.
    Their savings rate is 19.9%, rent-to-income ratio is 25.7%, and debt-to-income ratio is 5.3%.
    Current home buying alignment status: Emerging Alignment.","User 35 financial profile:
    Archetype: Investor-oriented buyer.
    Annual income: $134,520.
    Annual expenses: $128,014.
    Average monthly income: $11,210.
    Average monthly expenses: $10,668.
    Average monthly surplus: $542.
    Average monthly savings: $2,232.
    Total savings transfers: $26,783.
    Total investment transfers: $16,646.
    Savings rate: 19.9%.
    Rent-to-income ratio: 25.7%.
    Debt-to-income ratio: 5.3%.
    Emergency buffer estimate: 2.5 months.
    Spending volatility: $3,522.
    Top spending categories: Rent, Savings Transfer, Investment Transfer, Groceries, Transport.
    Strengths: strong savings consistency, rent is reasonably controlled relative to income, low debt repayment pressure, discretionary spending is relatively controlled.
    Opportunities: reduce month-to-month spending volatility.
    Financial alignment status: Emerging Alignment."
36,Emotionally reactive spender,90202.32,104044.98,7516.86,8670.41,-1153.55,2980.06,248.34,0.0,0.033,60089.58,38631.5,0.3713,0.3211,12090.26,0.134,3013.98,326.85,0.34,961403,96140.3,192280.6,375.1,762.3,"Rent, Groceries, Dining Out, Personal Care, Entertainment",,"increase monthly savings rate; rent pressure may be slowing deposit growth; reduce debt repayment pressure before purchase; review dining, shopping, entertainment, and lifestyle spending; reduce month-to-month spending volatility",Long-Term Alignment,"Recommended roadmap:
    1. Maintain income stability and preserve positive monthly surplus.
    2. Increase monthly deposit transfers where possible.
    3. Review top spending categories: Rent, Groceries, Dining Out, Personal Care, Entertainment.
    4. Reduce avoidable discretionary spending before increasing property budget.
    5. Strengthen deposit position before pursuing higher-priced properties.
    6. Speak with a broker or lender for formal borrowing guidance.","This user is best described as a Emotionally reactive spender. Over the last 12 months, they earned approximately $90,202
    and spent approximately $104,045. Their average monthly surplus is approximately $-1,154.
    Their savings rate is 3.3%, rent-to-income ratio is 32.1%, and debt-to-income ratio is 13.4%.
    Current home buying alignment status: Long-Term Alignment.","User 36 financial profile:
    Archetype: Emotionally reactive spender.
    Annual income: $90,202.
    Annual expenses: $104,045.
    Average monthly income: $7,517.
    Average monthly expenses: $8,670.
    Average monthly surplus: $-1,154.
    Average monthly savings: $248.
    Total savings transfers: $2,980.
    Total investment transfers: $0.
    Savings rate: 3.3%.
    Rent-to-income ratio: 32.1%.
    Debt-to-income ratio: 13.4%.
    Emergency buffer estimate: 0.3 months.
    Spending volatility: $3,014.
    Top spending categories: Rent, Groceries, Dining Out, Personal Care, Entertainment.
    Strengths: .
    Opportunities: increase monthly savings rate, rent pressure may be slowing deposit growth, reduce debt repayment pressure before purchase, review dining, shopping, entertainment, and lifestyle spending, reduce month-to-month spending volatility.
    Financial alignment status: Long-Term Alignment."
37,Financially recovering buyer,85898.77,85352.95,7158.23,7112.75,45.48,7875.77,656.31,1254.35,0.0917,55680.97,18267.52,0.214,0.3038,12695.11,0.1478,2208.82,232.92,1.11,1122027,112202.7,224405.4,159.0,329.9,"Rent, Groceries, Savings Transfer, Credit Card Repayment, Personal Loan Repayment",rent is reasonably controlled relative to income; discretionary spending is relatively controlled,increase monthly savings rate; reduce debt repayment pressure before purchase; reduce month-to-month spending volatility,Long-Term Alignment,"Recommended roadmap:
    1. Maintain income stability and preserve positive monthly surplus.
    2. Increase monthly deposit transfers where possible.
    3. Review top spending categories: Rent, Groceries, Savings Transfer, Credit Card Repayment, Personal Loan Repayment.
    4. Reduce avoidable discretionary spending before increasing property budget.
    5. Strengthen deposit position before pursuing higher-priced properties.
    6. Speak with a broker or lender for formal borrowing guidance.","This user is best described as a Financially recovering buyer. Over the last 12 months, they earned approximately $85,899
    and spent approximately $85,353. Their average monthly surplus is approximately $45.
    Their savings rate is 9.2%, rent-to-income ratio is 30.4%, and debt-to-income ratio is 14.8%.
    Current home buying alignment status: Long-Term Alignment.","User 37 financial profile:
    Archetype: Financially recovering buyer.
    Annual income: $85,899.
    Annual expenses: $85,353.
    Average monthly income: $7,158.
    Average monthly expenses: $7,113.
    Average monthly surplus: $45.
    Average monthly savings: $656.
    Total savings transfers: $7,876.
    Total investment transfers: $1,254.
    Savings rate: 9.2%.
    Rent-to-income ratio: 30.4%.
    Debt-to-income ratio: 14.8%.
    Emergency buffer estimate: 1.1 months.
    Spending volatility: $2,209.
    Top spending categories: Rent, Groceries, Savings Transfer, Credit Card Repayment, Personal Loan Repayment.
    Strengths: rent is reasonably controlled relative to income, discretionary spending is relatively controlled.
    Opportunities: increase monthly savings rate, reduce debt repayment pressure before purchase, reduce month-to-month spending volatility.
    Financial alignment status: Long-Term Alignment."
38,Highly structured budgeter,96349.14,89229.11,8029.1,7435.76,593.34,23305.61,1942.13,4866.34,0.2419,46884.04,13300.04,0.1491,0.29,2175.16,0.0226,2751.63,179.16,3.13,864216,86421.6,172843.2,32.5,77.0,"Rent, Savings Transfer, Groceries, Investment Transfer, Transport",strong savings consistency; rent is reasonably controlled relative to income; low debt repayment pressure; discretionary spending is relatively controlled,reduce month-to-month spending volatility,Emerging Alignment,"Recommended roadmap:
    1. Maintain income stability and preserve positive monthly surplus.
    2. Increase monthly deposit transfers where possible.
    3. Review top spending categories: Rent, Savings Transfer, Groceries, Investment Transfer, Transport.
    4. Reduce avoidable discretionary spending before increasing property budget.
    5. Strengthen deposit position before pursuing higher-priced properties.
    6. Speak with a broker or lender for formal borrowing guidance.","This user is best described as a Highly structured budgeter. Over the last 12 months, they earned approximately $96,349
    and spent approximately $89,229. Their average monthly surplus is approximately $593.
    Their savings rate is 24.2%, rent-to-income ratio is 29.0%, and debt-to-income ratio is 2.3%.
    Current home buying alignment status: Emerging Alignment.","User 38 financial profile:
    Archetype: Highly structured budgeter.
    Annual income: $96,349.
    Annual expenses: $89,229.
    Average monthly income: $8,029.
    Average monthly expenses: $7,436.
    Average monthly surplus: $593.
    Average monthly savings: $1,942.
    Total savings transfers: $23,306.
    Total investment transfers: $4,866.
    Savings rate: 24.2%.
    Rent-to-income ratio: 29.0%.
    Debt-to-income ratio: 2.3%.
    Emergency buffer estimate: 3.1 months.
    Spending volatility: $2,752.
    Top spending categories: Rent, Savings Transfer, Groceries, Investment Transfer, Transport.
    Strengths: strong savings consistency, rent is reasonably controlled relative to income, low debt repayment pressure, discretionary spending is relatively controlled.
    Opportunities: reduce month-to-month spending volatility.
    Financial alignment status: Emerging Alignment."
39,Entrepreneur / variable income buyer,111389.52,108323.55,9282.46,9026.96,255.5,13459.61,1121.63,7343.65,0.1208,59661.36,26344.74,0.2432,0.3108,6038.14,0.0542,3034.26,7920.06,1.49,927476,92747.6,185495.2,70.7,153.4,"Rent, Savings Transfer, Groceries, Investment Transfer, Cafes",rent is reasonably controlled relative to income; low debt repayment pressure; discretionary spending is relatively controlled,increase monthly savings rate; reduce month-to-month spending volatility,Long-Term Alignment,"Recommended roadmap:
    1. Maintain income stability and preserve positive monthly surplus.
    2. Increase monthly deposit transfers where possible.
    3. Review top spending categories: Rent, Savings Transfer, Groceries, Investment Transfer, Cafes.
    4. Reduce avoidable discretionary spending before increasing property budget.
    5. Strengthen deposit position before pursuing higher-priced properties.
    6. Speak with a broker or lender for formal borrowing guidance.","This user is best described as a Entrepreneur / variable income buyer. Over the last 12 months, they earned approximately $111,390
    and spent approximately $108,324. Their average monthly surplus is approximately $255.
    Their savings rate is 12.1%, rent-to-income ratio is 31.1%, and debt-to-income ratio is 5.4%.
    Current home buying alignment status: Long-Term Alignment.","User 39 financial profile:
    Archetype: Entrepreneur / variable income buyer.
    Annual income: $111,390.
    Annual expenses: $108,324.
    Average monthly income: $9,282.
    Average monthly expenses: $9,027.
    Average monthly surplus: $255.
    Average monthly savings: $1,122.
    Total savings transfers: $13,460.
    Total investment transfers: $7,344.
    Savings rate: 12.1%.
    Rent-to-income ratio: 31.1%.
    Debt-to-income ratio: 5.4%.
    Emergency buffer estimate: 1.5 months.
    Spending volatility: $3,034.
    Top spending categories: Rent, Savings Transfer, Groceries, Investment Transfer, Cafes.
    Strengths: rent is reasonably controlled relative to income, low debt repayment pressure, discretionary spending is relatively controlled.
    Opportunities: increase monthly savings rate, reduce month-to-month spending volatility.
    Financial alignment status: Long-Term Alignment."
40,Remote worker lifestyle optimizer,109648.49,102867.51,9137.37,8572.29,565.08,20525.5,1710.46,6065.86,0.1872,55221.49,20132.27,0.1957,0.294,3021.52,0.0276,2967.7,321.25,2.39,1089452,108945.2,217890.4,51.7,115.4,"Rent, Savings Transfer, Groceries, Investment Transfer, Insurance",strong savings consistency; rent is reasonably controlled relative to income; low debt repayment pressure; discretionary spending is relatively controlled,reduce month-to-month spending volatility,Emerging Alignment,"Recommended roadmap:
    1. Maintain income stability and preserve positive monthly surplus.
    2. Increase monthly deposit transfers where possible.
    3. Review top spending categories: Rent, Savings Transfer, Groceries, Investment Transfer, Insurance.
    4. Reduce avoidable discretionary spending before increasing property budget.
    5. Strengthen deposit position before pursuing higher-priced properties.
    6. Speak with a broker or lender for formal borrowing guidance.","This user is best described as a Remote worker lifestyle optimizer. Over the last 12 months, they earned approximately $109,648
    and spent approximately $102,868. Their average monthly surplus is approximately $565.
    Their savings rate is 18.7%, rent-to-income ratio is 29.4%, and debt-to-income ratio is 2.8%.
    Current home buying alignment status: Emerging Alignment.","User 40 financial profile:
    Archetype: Remote worker lifestyle optimizer.
    Annual income: $109,648.
    Annual expenses: $102,868.
    Average monthly income: $9,137.
    Average monthly expenses: $8,572.
    Average monthly surplus: $565.
    Average monthly savings: $1,710.
    Total savings transfers: $20,526.
    Total investment transfers: $6,066.
    Savings rate: 18.7%.
    Rent-to-income ratio: 29.4%.
    Debt-to-income ratio: 2.8%.
    Emergency buffer estimate: 2.4 months.
    Spending volatility: $2,968.
    Top spending categories: Rent, Savings Transfer, Groceries, Investment Transfer, Insurance.
    Strengths: strong savings consistency, rent is reasonably controlled relative to income, low debt repayment pressure, discretionary spending is relatively controlled.
    Opportunities: reduce month-to-month spending volatility.
    Financial alignment status: Emerging Alignment."
